usuario,contrasena,nombre,correo,paisOrigen,necesidadesEspecialesEducacion,genero,estadoCivil,prestamo,beca,desplazado,totalCreditos
lbette2w,hY8?v&FR,Linn Bette,lbette2w@edu.com,China,si,Otro,Casado,no,no,no,0
adonson2x,eP3h0S9DvF<x,Aidan Donson,adonson2x@edu.com,Japan,si,Otro,Soltero,no,si,si,0
blockart2y,"bT8W@""""h,eM~c",Brandy Lockart,blockart2y@edu.com,Philippines,no,Otro,Casado,no,si,si,0
mbellwood2z,nQ9wV)dc9&,Miguel Bellwood,mbellwood2z@edu.com,Belarus,no,Femenino,Divorciado,si,no,si,0
azumbusch30,jB9b?`>YvXZ6F,Agosto Zumbusch,azumbusch30@edu.com,Indonesia,si,Femenino,Casado,no,si,no,0
cgonzales31,uH5!m2kG{QgB|,Cirilo Gonzales,cgonzales31@edu.com,China,no,Femenino,Union libre,no,no,no,0
madamovitch32,gL3.MQE|X_=<V5Tz,Mayor Adamovitch,madamovitch32@edu.com,Russia,no,Femenino,Union libre,no,no,no,0
cgeator33,"sL6?X""Mn8",Cordie Geator,cgeator33@edu.com,Sweden,no,Otro,Casado,no,no,no,0
bcorpes34,eG1w~ql7<.,Beverlie Corpes,bcorpes34@edu.com,Colombia,no,Otro,Casado,no,no,si,0
jneylan35,tT3'q90t8DA,Josy Neylan,jneylan35@edu.com,United States,si,Femenino,Divorciado,si,no,si,0
fmclafferty36,lT5b14&t,Ferguson McLafferty,fmclafferty36@edu.com,France,si,Otro,Casado,no,si,si,0
marber37,fB8=Z\<3#9FhXT,Meara Arber,marber37@edu.com,Greece,no,Otro,Union libre,si,no,si,0
kgronous38,jC3zvI|sFLNOU,Karel Gronous,kgronous38@edu.com,Sweden,no,Masculino,Union libre,si,no,no,0
rklebes39,gH1CVg}D`n.p+J4a,Roberta Klebes,rklebes39@edu.com,Indonesia,no,Masculino,Divorciado,si,no,no,0
srasch3a,uT1S{g=gnf+I,Shelley Rasch,srasch3a@edu.com,Indonesia,si,Masculino,Divorciado,no,si,no,0
mdumbar3b,gC6h6N_2!p!Pt'<&,Margeaux Dumbar,mdumbar3b@edu.com,Paraguay,si,Femenino,Casado,si,si,no,0
pboanas3c,hT1urfR$6,Paco Boanas,pboanas3c@edu.com,Russia,no,Femenino,Viudo,no,no,si,0
mkubanek3d,eD2YE}7Ta@<,Madelyn Kubanek,mkubanek3d@edu.com,Afghanistan,no,Masculino,Viudo,si,si,si,0
wpoynton3e,hY51}$i|m,Winna Poynton,wpoynton3e@edu.com,China,no,Masculino,Casado,no,si,no,0
fmacascaidh3f,nT0V+WrMcI?,Ferdinande MacAscaidh,fmacascaidh3f@edu.com,China,si,Femenino,Viudo,no,no,si,0
mchivrall3g,yV2ZhevaJ*v*,Marcellina Chivrall,mchivrall3g@edu.com,France,si,Femenino,Divorciado,no,no,no,0
yfinnis3h,oP3rkthWgC,Yul Finnis,yfinnis3h@edu.com,France,si,Femenino,Union libre,no,si,si,0
ckleinerman3i,"fK1q$*n8}+,'",Catina Kleinerman,ckleinerman3i@edu.com,China,no,Femenino,Divorciado,si,no,no,0
zsmalecombe3j,fK2N9#Ql8@A&F5,Zacharie Smalecombe,zsmalecombe3j@edu.com,Indonesia,si,Masculino,Casado,si,si,si,0
clyston3k,cS9Y~HFAWSX+*,Cazzie Lyston,clyston3k@edu.com,Indonesia,no,Otro,Divorciado,si,si,no,0
zhazlehurst3l,dM26HjRqc2$n87}a,Zacharia Hazlehurst,zhazlehurst3l@edu.com,Colombia,si,Otro,Viudo,si,si,no,0
trabl3m,rB7\JXZ!,Theresina Rabl,trabl3m@edu.com,Portugal,si,Masculino,Casado,si,si,si,0
mmacaughtrie3n,cY8TEuV~v/)w*'Y,Morna MacAughtrie,mmacaughtrie3n@edu.com,China,si,Masculino,Viudo,no,si,si,0
tyakovitch3o,zI41lkh>@`,Ted Yakovitch,tyakovitch3o@edu.com,Thailand,no,Femenino,Divorciado,no,no,si,0
hbonass3p,kB5*gw5KjZ4,Harman Bonass,hbonass3p@edu.com,Sweden,si,Otro,Soltero,no,si,si,0
ygantz3q,qZ1S`7_x)I,Ynes Gantz,ygantz3q@edu.com,Indonesia,si,Masculino,Casado,si,no,si,0
egrayshan3r,dE4?%2xp,Eddie Grayshan,egrayshan3r@edu.com,Czech Republic,si,Femenino,Union libre,si,si,no,0
jcullingworth3s,"bZ6}O@THQ""IwR",Jake Cullingworth,jcullingworth3s@edu.com,Vietnam,no,Otro,Casado,no,no,no,0
ckupper3t,"mU9,o{0T)XxYbip",Clarita Kupper,ckupper3t@edu.com,China,no,Masculino,Soltero,no,no,si,0
ndeeves3u,wB0c{s5bF,Natassia Deeves,ndeeves3u@edu.com,Macedonia,si,Otro,Divorciado,si,si,si,0
gandrzejak3v,yE8#!EPw,Granger Andrzejak,gandrzejak3v@edu.com,China,no,Masculino,Divorciado,si,no,no,0
dandreasson3w,wC1dINJo!)TH!,Darby Andreasson,dandreasson3w@edu.com,France,no,Femenino,Viudo,si,no,si,0
vtolman3x,sA8O6twQ|*f5C1,Valentine Tolman,vtolman3x@edu.com,United States,si,Otro,Viudo,no,si,no,0
tvan3y,gV6Vby/S+KEHl.2s,Terrill Van Oort,tvan3y@edu.com,Indonesia,no,Femenino,Divorciado,si,no,si,0
scordelet3z,pG9{13klKIqwpzzk,Sisile Cordelet,scordelet3z@edu.com,Portugal,si,Masculino,Union libre,si,no,si,0
mpennick40,"aI6IVx}ZY""",Martita Pennick,mpennick40@edu.com,Russia,si,Masculino,Union libre,si,no,si,0
wgoodfellowe41,zW2Di&jrMp,Willyt Goodfellowe,wgoodfellowe41@edu.com,Ireland,no,Otro,Divorciado,si,no,no,0
nhazell42,dU8%!~S(u'h,Nolan Hazell,nhazell42@edu.com,Philippines,si,Otro,Viudo,no,si,si,0
cmostin43,gI8q=AB{.u%,Coleen Mostin,cmostin43@edu.com,China,si,Otro,Viudo,no,no,no,0
idorling44,lQ5N4Z)6}(j)>2u,Ivor Dorling,idorling44@edu.com,Venezuela,si,Otro,Viudo,si,no,si,0
mwhitaker45,kN92c@|d|P,Meredith Whitaker,mwhitaker45@edu.com,Ukraine,si,Otro,Soltero,no,si,si,0
bbedrosian46,nO7x8XJt,Brew Bedrosian,bbedrosian46@edu.com,Russia,si,Masculino,Casado,no,si,no,0
cbewsey47,"jV68#ntg2,",Cyndi Bewsey,cbewsey47@edu.com,France,no,Masculino,Divorciado,no,si,no,0
ldarch48,cZ3wvwcRsF$k',Lenard Darch,ldarch48@edu.com,Serbia,no,Femenino,Soltero,si,no,no,0
kboyles49,eN9eI*l9gcN+A2cx,Kory Boyles,kboyles49@edu.com,Costa Rica,si,Masculino,Soltero,no,no,si,0
cstebbings4a,dY8H(5|=Nk`3uaMV,Codee Stebbings,cstebbings4a@edu.com,France,no,Masculino,Soltero,no,si,no,0
gjeandet4b,cQ84S)k=NGrg}wF/,Gabriello Jeandet,gjeandet4b@edu.com,Portugal,si,Otro,Divorciado,no,no,si,0
hgilyott4c,kP8B){?iyv,Hubert Gilyott,hgilyott4c@edu.com,Marshall Islands,si,Otro,Soltero,si,no,no,0
egogan4d,aX2`&v6M4j!Sz,Erminie Gogan,egogan4d@edu.com,Azerbaijan,si,Masculino,Casado,no,si,no,0
astubbins4e,kD9\7yDPr/}.r.6,Ashley Stubbins,astubbins4e@edu.com,Hungary,no,Masculino,Viudo,no,si,no,0
gshemmans4f,cM7&c(V||Z,Gardie Shemmans,gshemmans4f@edu.com,United States,si,Otro,Viudo,si,no,si,0
acars4g,"xF8""<bs7&fK/`.V",Aubert Cars,acars4g@edu.com,Poland,no,Otro,Viudo,si,no,no,0
jminerdo4h,cX16|J>j,Janina Minerdo,jminerdo4h@edu.com,Indonesia,no,Otro,Divorciado,si,no,si,0
jkettell4i,nR4t\8_}q,Jean Kettell,jkettell4i@edu.com,Sweden,si,Otro,Viudo,no,si,si,0
pwelham4j,kE6sEFJDe,Porter Welham,pwelham4j@edu.com,Philippines,no,Otro,Union libre,si,si,si,0
cwollrauch4k,uL7EgL~Y,Chaunce Wollrauch,cwollrauch4k@edu.com,Peru,si,Masculino,Soltero,si,no,no,0
fhext4l,iW6$!H&~,Francene Hext,fhext4l@edu.com,New Zealand,no,Femenino,Casado,no,no,si,0
nfieldsend4m,nS93o0#PuiHE,Nollie Fieldsend,nfieldsend4m@edu.com,Kenya,si,Masculino,Soltero,si,si,si,0
cluker4n,nF5n~`1xYD,Chariot Luker,cluker4n@edu.com,Denmark,si,Femenino,Viudo,si,no,si,0
iizhakov4o,kB3#EoZpDsu,Irita Izhakov,iizhakov4o@edu.com,China,no,Otro,Casado,si,no,no,0
gpilbeam4p,"pO63+y7,e%eR",Gratia Pilbeam,gpilbeam4p@edu.com,China,no,Masculino,Viudo,si,no,no,0
nkonzel4q,vE9?\G@h,Nertie Konzel,nkonzel4q@edu.com,Luxembourg,si,Masculino,Union libre,no,si,no,0
wstronough4r,pE9Ww2=*Mj@vp,Webster Stronough,wstronough4r@edu.com,Argentina,no,Femenino,Viudo,no,no,si,0
lcoronado4s,sP8?I)c+eL%K,Levin Coronado,lcoronado4s@edu.com,Brazil,si,Femenino,Casado,no,si,no,0
alound4t,"sG4jOdX{50""",Annalise Lound,alound4t@edu.com,China,si,Otro,Divorciado,no,si,no,0
nmacilhench4u,xJ2U=CKS~fw,Normie Macilhench,nmacilhench4u@edu.com,Brazil,si,Otro,Viudo,no,si,si,0
amaysor4v,kA7cJ1##,Alard Maysor,amaysor4v@edu.com,Portugal,no,Masculino,Soltero,si,si,si,0
bgurley4w,"gP3K,IZ{",Bevon Gurley,bgurley4w@edu.com,Micronesia,no,Otro,Union libre,no,si,si,0
agratton4x,"kV7,OkX*c",Anselm Gratton,agratton4x@edu.com,Serbia,si,Femenino,Divorciado,no,si,no,0
nsitch4y,zM3)`L1Q8,Nicholle Sitch,nsitch4y@edu.com,Russia,si,Femenino,Divorciado,no,si,no,0
hbroadwood4z,mW8ZQtcL4ce,Hank Broadwood,hbroadwood4z@edu.com,Argentina,no,Femenino,Union libre,no,si,si,0
azorzini50,zM4a&b%$Cbq,Aridatha Zorzini,azorzini50@edu.com,Peru,no,Otro,Divorciado,si,si,si,0
cporch51,uT7!tqym3c,Carmen Porch,cporch51@edu.com,Syria,si,Otro,Viudo,si,no,no,0
adawdary52,dU8eDPeR.gX'XAa{,Angelle Dawdary,adawdary52@edu.com,Dominican Republic,no,Masculino,Divorciado,no,si,no,0
ggrahame53,bL2t*AEx,Gino Grahame,ggrahame53@edu.com,France,no,Otro,Soltero,no,si,si,0
manwell54,xR0%bXMNZc|D~N&c,Meghann Anwell,manwell54@edu.com,China,si,Masculino,Union libre,no,no,si,0
cferronier55,yB9%kEB3b*z2t=Sc,Celestia Ferronier,cferronier55@edu.com,Philippines,no,Masculino,Soltero,si,si,no,0
jdefty56,"hN10>jzoRp/DS@""R",Jewell Defty,jdefty56@edu.com,China,si,Masculino,Viudo,si,no,si,0
edavid57,xE7G{c/m#_IO,Esmeralda David,edavid57@edu.com,Portugal,no,Femenino,Divorciado,no,no,si,0
dbotger58,qL1~<m)xI,Diena Botger,dbotger58@edu.com,Argentina,no,Femenino,Divorciado,no,no,no,0
jmeaders59,vJ8Z{nM2,Janey Meaders,jmeaders59@edu.com,Finland,no,Femenino,Casado,si,no,no,0
modd5a,vQ7d~}bML&?3(5,Madonna Odd,modd5a@edu.com,China,si,Femenino,Union libre,no,si,si,0
owilcinskis5b,dF7>Ow49<z@xb36,Osmund Wilcinskis,owilcinskis5b@edu.com,Brazil,no,Femenino,Viudo,no,no,si,0
sbeever5c,nJ2UQ+`DawCp),Shepherd Beever,sbeever5c@edu.com,Nigeria,si,Masculino,Union libre,no,si,no,0
lbechley5d,"rW6,Y(=!On\Py",Leroi Bechley,lbechley5d@edu.com,Argentina,no,Masculino,Divorciado,si,no,no,0
hchatten5e,zG0L~EcO,Henriette Chatten,hchatten5e@edu.com,Egypt,si,Otro,Viudo,si,si,si,0
lmcfall5f,aC8&EzIU<c'jMd,Leonora McFall,lmcfall5f@edu.com,Colombia,si,Femenino,Casado,no,no,si,0
wcaush5g,pH7tEuqcr~*N,Willyt Caush,wcaush5g@edu.com,Sierra Leone,no,Otro,Casado,si,no,si,0
mrixon5h,vD7Z7U6N.9{t,Melisa Rixon,mrixon5h@edu.com,Canada,no,Femenino,Viudo,no,si,no,0
gdikelin5i,tF6<nR3Zxt,Guy Dikelin,gdikelin5i@edu.com,Indonesia,no,Masculino,Viudo,no,si,no,0
dilyukhov5j,aW1M?\G8,Di Ilyukhov,dilyukhov5j@edu.com,Canada,si,Masculino,Casado,no,si,si,0
rhilhouse5k,wF3tMCU/'{0<M`P,Rowney Hilhouse,rhilhouse5k@edu.com,Portugal,no,Femenino,Divorciado,si,no,no,0
rjessard5l,"nY7>83""POp",Ruprecht Jessard,rjessard5l@edu.com,Kyrgyzstan,no,Masculino,Soltero,no,no,si,0
rmcgeneay5m,hZ3AlempP=p',Rita McGeneay,rmcgeneay5m@edu.com,France,no,Femenino,Viudo,no,no,si,0
cdilliway5n,oE9Xx/z5Uiy?mWg8,Corissa Dilliway,cdilliway5n@edu.com,Ukraine,si,Masculino,Divorciado,no,si,si,0
wriba5o,hY2aqG*(eXFcPPB,Ward Riba,wriba5o@edu.com,Mali,no,Masculino,Union libre,si,si,si,0
mhaythornthwaite5p,dI3+VLJo)uAvP6R!,Milzie Haythornthwaite,mhaythornthwaite5p@edu.com,Indonesia,no,Masculino,Viudo,si,no,si,0
tcastree5q,cO0vG|u.0QQh5eG,Tildy Castree,tcastree5q@edu.com,Argentina,no,Masculino,Viudo,si,si,no,0
kmoorman5r,mO0vesMI?`6,Kathe Moorman,kmoorman5r@edu.com,Bahamas,no,Otro,Soltero,no,no,no,0
etonsley5s,aL6.|2<IIiM`,Ellen Tonsley,etonsley5s@edu.com,Malaysia,no,Femenino,Viudo,si,si,si,0
lstoll5t,"vR3Emm0?#ZM,,3",Leonelle Stoll,lstoll5t@edu.com,Lithuania,si,Otro,Union libre,no,si,no,0
